,J,S,gamma,D,mu,lab,load,imbalance,t,c,r,t_prob,e,P,size,size_i,vi_job_id,vi_attempts,vi_time,vi_iter,vi_g_tmp,vi_g,ospi_job_id,ospi_attempts,ospi_time,ospi_iter,ospi_g_tmp,ospi_g,ospi_opt_gap_tmp,ospi_opt_gap,sdf_job_id,sdf_attempts,sdf_time,sdf_iter,sdf_g_tmp,sdf_g,sdf_opt_gap_tmp,sdf_opt_gap,fcfs_job_id,fcfs_attempts,fcfs_time,fcfs_iter,fcfs_g_tmp,fcfs_g,fcfs_opt_gap_tmp,fcfs_opt_gap,pi_job_id,pi_attempts,pi_time,pi_iter,pi_g_tmp,pi_g,pi_opt_gap_tmp,pi_opt_gap
12,1,2,15,154,[2.0],[3.2],0.8,[1],[1.0],[1.0],[1.0],0.7176201372997714,0.001,1000.0,465,930,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
13,1,2,15,93,[4.0],[6.4],0.8,[1],[1.0],[1.0],[1.0],0.724212024471965,0.001,1000.0,282,564,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
14,1,2,15,72,[6.0],[9.600000000000001],0.8,[1],[1.0],[1.0],[1.0],0.7302246657164191,0.001,1000.0,219,438,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
15,1,2,15,319,[2.0],[3.6],0.9,[1],[1.0],[1.0],[1.0],0.8591879909490608,0.001,1000.0,960,1920,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
16,1,2,15,193,[4.0],[7.2],0.9,[1],[1.0],[1.0],[1.0],0.8642833946038634,0.001,1000.0,582,1164,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
17,1,2,15,150,[6.0],[10.8],0.9,[1],[1.0],[1.0],[1.0],0.8683015914427344,0.001,1000.0,453,906,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
18,1,2,20,125,[2.0],[2.8],0.7,[1],[1.0],[1.0],[1.0],0.5776943174395817,0.001,1000.0,378,756,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
19,1,2,20,73,[4.0],[5.6],0.7,[1],[1.0],[1.0],[1.0],0.5808752025931927,0.001,1000.0,222,444,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
20,1,2,20,55,[6.0],[8.399999999999999],0.7,[1],[1.0],[1.0],[1.0],0.5848858685357073,0.001,1000.0,168,336,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
21,1,2,20,195,[2.0],[3.2],0.8,[1],[1.0],[1.0],[1.0],0.7159350891194467,0.001,1000.0,588,1176,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
22,1,2,20,113,[4.0],[6.4],0.8,[1],[1.0],[1.0],[1.0],0.7209682424743975,0.001,1000.0,342,684,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
23,1,2,20,86,[6.0],[9.600000000000001],0.8,[1],[1.0],[1.0],[1.0],0.7257786613651428,0.001,1000.0,261,522,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
24,1,2,20,403,[2.0],[3.6],0.9,[1],[1.0],[1.0],[1.0],0.8577021354261726,0.001,1000.0,1212,2424,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
25,1,2,20,235,[4.0],[7.2],0.9,[1],[1.0],[1.0],[1.0],0.8618924889543446,0.001,1000.0,708,1416,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
26,1,2,20,178,[6.0],[10.8],0.9,[1],[1.0],[1.0],[1.0],0.8653758829465186,0.001,1000.0,537,1074,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
27,1,2,25,152,[2.0],[2.8],0.7,[1],[1.0],[1.0],[1.0],0.5772403427850215,0.001,1000.0,459,918,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
28,1,2,25,86,[4.0],[5.6],0.7,[1],[1.0],[1.0],[1.0],0.5794585009888836,0.001,1000.0,261,522,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
29,1,2,25,64,[6.0],[8.399999999999999],0.7,[1],[1.0],[1.0],[1.0],0.5824186877092339,0.001,1000.0,195,390,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
30,1,2,25,236,[2.0],[3.2],0.8,[1],[1.0],[1.0],[1.0],0.7149309164873325,0.001,1000.0,711,1422,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
31,1,2,25,134,[4.0],[6.4],0.8,[1],[1.0],[1.0],[1.0],0.7189670809463261,0.001,1000.0,405,810,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
32,1,2,25,100,[6.0],[9.600000000000001],0.8,[1],[1.0],[1.0],[1.0],0.7229308906728262,0.001,1000.0,303,606,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
33,1,2,25,488,[2.0],[3.6],0.9,[1],[1.0],[1.0],[1.0],0.8567640053070292,0.001,1000.0,1467,2934,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
34,1,2,25,277,[4.0],[7.2],0.9,[1],[1.0],[1.0],[1.0],0.860310631157768,0.001,1000.0,834,1668,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
35,1,2,25,207,[6.0],[10.8],0.9,[1],[1.0],[1.0],[1.0],0.8633615706912524,0.001,1000.0,624,1248,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
36,1,4,10,44,[2.0],[5.6],0.7,[1],[1.0],[1.0],[1.0],0.46735398751189566,0.001,1000.0,225,450,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
37,1,4,10,32,[4.0],[11.2],0.7,[1],[1.0],[1.0],[1.0],0.5006297111542112,0.001,1000.0,165,330,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
38,1,4,10,28,[6.0],[16.799999999999997],0.7,[1],[1.0],[1.0],[1.0],0.5264222866541781,0.001,1000.0,145,290,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
39,1,4,10,71,[2.0],[6.4],0.8,[1],[1.0],[1.0],[1.0],0.6449966194561483,0.001,1000.0,360,720,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
40,1,4,10,51,[4.0],[12.8],0.8,[1],[1.0],[1.0],[1.0],0.6762363678609082,0.001,1000.0,260,520,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
41,1,4,10,45,[6.0],[19.200000000000003],0.8,[1],[1.0],[1.0],[1.0],0.6972529012229391,0.001,1000.0,230,460,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
42,1,4,10,149,[2.0],[7.2],0.9,[1],[1.0],[1.0],[1.0],0.8261426972412541,0.001,1000.0,750,1500,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
43,1,4,10,108,[4.0],[14.4],0.9,[1],[1.0],[1.0],[1.0],0.8451385004314447,0.001,1000.0,545,1090,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
44,1,4,10,94,[6.0],[21.6],0.9,[1],[1.0],[1.0],[1.0],0.8563926354924193,0.001,1000.0,475,950,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
45,1,4,15,57,[2.0],[5.6],0.7,[1],[1.0],[1.0],[1.0],0.4545199748733099,0.001,1000.0,290,580,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
46,1,4,15,38,[4.0],[11.2],0.7,[1],[1.0],[1.0],[1.0],0.4793608252577007,0.001,1000.0,195,390,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
47,1,4,15,32,[6.0],[16.799999999999997],0.7,[1],[1.0],[1.0],[1.0],0.5006297111542112,0.001,1000.0,165,330,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
48,1,4,15,91,[2.0],[6.4],0.8,[1],[1.0],[1.0],[1.0],0.6311124278977182,0.001,1000.0,460,920,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
49,1,4,15,61,[4.0],[12.8],0.8,[1],[1.0],[1.0],[1.0],0.6569335259697557,0.001,1000.0,310,620,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
50,1,4,15,51,[6.0],[19.200000000000003],0.8,[1],[1.0],[1.0],[1.0],0.6762363678609083,0.001,1000.0,260,520,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
51,1,4,15,191,[2.0],[7.2],0.9,[1],[1.0],[1.0],[1.0],0.8165626967724237,0.001,1000.0,960,1920,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
52,1,4,15,128,[4.0],[14.4],0.9,[1],[1.0],[1.0],[1.0],0.8337719494694203,0.001,1000.0,645,1290,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
53,1,4,15,108,[6.0],[21.6],0.9,[1],[1.0],[1.0],[1.0],0.845138500431445,0.001,1000.0,545,1090,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
54,1,4,20,70,[2.0],[5.6],0.7,[1],[1.0],[1.0],[1.0],0.4478907409385148,0.001,1000.0,355,710,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
55,1,4,20,44,[4.0],[11.2],0.7,[1],[1.0],[1.0],[1.0],0.46735398751189566,0.001,1000.0,225,450,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
56,1,4,20,36,[6.0],[16.799999999999997],0.7,[1],[1.0],[1.0],[1.0],0.48501930631860835,0.001,1000.0,185,370,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
57,1,4,20,111,[2.0],[6.4],0.8,[1],[1.0],[1.0],[1.0],0.6233342428338404,0.001,1000.0,560,1120,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
58,1,4,20,71,[4.0],[12.8],0.8,[1],[1.0],[1.0],[1.0],0.6449966194561483,0.001,1000.0,360,720,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
59,1,4,20,58,[6.0],[19.200000000000003],0.8,[1],[1.0],[1.0],[1.0],0.6622764723401225,0.001,1000.0,295,590,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
60,1,4,20,233,[2.0],[7.2],0.9,[1],[1.0],[1.0],[1.0],0.8107991223889046,0.001,1000.0,1170,2340,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
61,1,4,20,149,[4.0],[14.4],0.9,[1],[1.0],[1.0],[1.0],0.8261426972412541,0.001,1000.0,750,1500,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
62,1,4,20,121,[6.0],[21.6],0.9,[1],[1.0],[1.0],[1.0],0.837029803976659,0.001,1000.0,610,1220,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
63,1,4,25,82,[2.0],[5.6],0.7,[1],[1.0],[1.0],[1.0],0.44389289743934435,0.001,1000.0,415,830,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
64,1,4,25,51,[4.0],[11.2],0.7,[1],[1.0],[1.0],[1.0],0.459738308885646,0.001,1000.0,260,520,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
65,1,4,25,40,[6.0],[16.799999999999997],0.7,[1],[1.0],[1.0],[1.0],0.47466699340598284,0.001,1000.0,205,410,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
66,1,4,25,131,[2.0],[6.4],0.8,[1],[1.0],[1.0],[1.0],0.6183798654941176,0.001,1000.0,660,1320,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
67,1,4,25,81,[4.0],[12.8],0.8,[1],[1.0],[1.0],[1.0],0.6369219953015901,0.001,1000.0,410,820,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
68,1,4,25,64,[6.0],[19.200000000000003],0.8,[1],[1.0],[1.0],[1.0],0.652370468018375,0.001,1000.0,325,650,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
69,1,4,25,274,[2.0],[7.2],0.9,[1],[1.0],[1.0],[1.0],0.8069533308177086,0.001,1000.0,1375,2750,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
70,1,4,25,170,[4.0],[14.4],0.9,[1],[1.0],[1.0],[1.0],0.8206732783543697,0.001,1000.0,855,1710,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
71,1,4,25,135,[6.0],[21.6],0.9,[1],[1.0],[1.0],[1.0],0.8309152571457582,0.001,1000.0,680,1360,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
72,1,6,10,35,[2.0],[8.399999999999999],0.7,[1],[1.0],[1.0],[1.0],0.4032370616289344,0.001,1000.0,252,504,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
73,1,6,10,27,[4.0],[16.799999999999997],0.7,[1],[1.0],[1.0],[1.0],0.45367151094634073,0.001,1000.0,196,392,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
74,1,6,10,25,[6.0],[25.2],0.7,[1],[1.0],[1.0],[1.0],0.4900609651226859,0.001,1000.0,182,364,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
75,1,6,10,57,[2.0],[9.600000000000001],0.8,[1],[1.0],[1.0],[1.0],0.6039326246253599,0.001,1000.0,406,812,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
76,1,6,10,44,[4.0],[19.200000000000003],0.8,[1],[1.0],[1.0],[1.0],0.6511387919144749,0.001,1000.0,315,630,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
77,1,6,10,40,[6.0],[28.8],0.8,[1],[1.0],[1.0],[1.0],0.6802029105402924,0.001,1000.0,287,574,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
78,1,6,10,121,[2.0],[10.8],0.9,[1],[1.0],[1.0],[1.0],0.8089045230065539,0.001,1000.0,854,1708,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
79,1,6,10,93,[4.0],[21.6],0.9,[1],[1.0],[1.0],[1.0],0.8364680315982834,0.001,1000.0,658,1316,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
80,1,6,10,84,[6.0],[32.4],0.9,[1],[1.0],[1.0],[1.0],0.8512459583820224,0.001,1000.0,595,1190,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
81,1,6,15,43,[2.0],[8.399999999999999],0.7,[1],[1.0],[1.0],[1.0],0.382310988683704,0.001,1000.0,308,616,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
82,1,6,15,31,[4.0],[16.799999999999997],0.7,[1],[1.0],[1.0],[1.0],0.4219852651901483,0.001,1000.0,224,448,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
83,1,6,15,27,[6.0],[25.2],0.7,[1],[1.0],[1.0],[1.0],0.45367151094634084,0.001,1000.0,196,392,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
84,1,6,15,70,[2.0],[9.600000000000001],0.8,[1],[1.0],[1.0],[1.0],0.5811037177037618,0.001,1000.0,497,994,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
85,1,6,15,50,[4.0],[19.200000000000003],0.8,[1],[1.0],[1.0],[1.0],0.6225990171058092,0.001,1000.0,357,714,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
86,1,6,15,44,[6.0],[28.8],0.8,[1],[1.0],[1.0],[1.0],0.6511387919144748,0.001,1000.0,315,630,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
87,1,6,15,148,[2.0],[10.8],0.9,[1],[1.0],[1.0],[1.0],0.7935581198871693,0.001,1000.0,1043,2086,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
88,1,6,15,107,[4.0],[21.6],0.9,[1],[1.0],[1.0],[1.0],0.8204035090154255,0.001,1000.0,756,1512,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
89,1,6,15,93,[6.0],[32.4],0.9,[1],[1.0],[1.0],[1.0],0.8364680315982835,0.001,1000.0,658,1316,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
90,1,6,20,51,[2.0],[8.399999999999999],0.7,[1],[1.0],[1.0],[1.0],0.3710559549926541,0.001,1000.0,364,728,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
91,1,6,20,35,[4.0],[16.799999999999997],0.7,[1],[1.0],[1.0],[1.0],0.4032370616289344,0.001,1000.0,252,504,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
92,1,6,20,30,[6.0],[25.2],0.7,[1],[1.0],[1.0],[1.0],0.4305891832532299,0.001,1000.0,217,434,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
93,1,6,20,83,[2.0],[9.600000000000001],0.8,[1],[1.0],[1.0],[1.0],0.5677312913499997,0.001,1000.0,588,1176,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
94,1,6,20,57,[4.0],[19.200000000000003],0.8,[1],[1.0],[1.0],[1.0],0.6039326246253599,0.001,1000.0,406,812,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
95,1,6,20,48,[6.0],[28.8],0.8,[1],[1.0],[1.0],[1.0],0.6306922853104738,0.001,1000.0,343,686,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
96,1,6,20,176,[2.0],[10.8],0.9,[1],[1.0],[1.0],[1.0],0.7837940245449903,0.001,1000.0,1239,2478,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
97,1,6,20,121,[4.0],[21.6],0.9,[1],[1.0],[1.0],[1.0],0.8089045230065539,0.001,1000.0,854,1708,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
98,1,6,20,103,[6.0],[32.4],0.9,[1],[1.0],[1.0],[1.0],0.8251332521382105,0.001,1000.0,728,1456,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
99,1,6,25,59,[2.0],[8.399999999999999],0.7,[1],[1.0],[1.0],[1.0],0.3640910436248163,0.001,1000.0,420,840,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
100,1,6,25,39,[4.0],[16.799999999999997],0.7,[1],[1.0],[1.0],[1.0],0.3909448117442882,0.001,1000.0,280,560,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
101,1,6,25,32,[6.0],[25.2],0.7,[1],[1.0],[1.0],[1.0],0.4147400398573891,0.001,1000.0,231,462,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
102,1,6,25,96,[2.0],[9.600000000000001],0.8,[1],[1.0],[1.0],[1.0],0.5589763509478962,0.001,1000.0,679,1358,,0,00:00,0,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,,,0,00:00,0,,,,
